,index,Predicted
252,252,303.82483297209194
253,253,303.83494966711237
254,254,303.8450663621328
255,255,303.8551830571532
256,256,303.86529975217366
257,257,303.8754164471941
258,258,303.8855331422145
259,259,303.89564983723494
260,260,303.90576653225537
261,261,303.9158832272758
262,262,303.9259999222962
263,263,303.93611661731666
264,264,303.9462333123371
265,265,303.9563500073575
266,266,303.966466702378
267,267,303.97658339739843
268,268,303.98670009241886
269,269,303.9968167874393
270,270,304.0069334824597
271,271,304.01705017748014
272,272,304.0271668725006
273,273,304.037283567521
274,274,304.04740026254143
275,275,304.05751695756186
276,276,304.0676336525823
277,277,304.0777503476027
278,278,304.08786704262315
279,279,304.0979837376436
280,280,304.108100432664
281,281,304.11821712768443
282,282,304.12833382270486
283,283,304.1384505177253
284,284,304.1485672127457
285,285,304.15868390776615
286,286,304.1688006027866
287,287,304.178917297807
288,288,304.18903399282743
289,289,304.19915068784786
290,290,304.2092673828683
291,291,304.2193840778887
292,292,304.22950077290915
293,293,304.2396174679296
294,294,304.24973416295
295,295,304.25985085797043
296,296,304.26996755299086
297,297,304.2800842480113
298,298,304.2902009430317
299,299,304.30031763805215
300,300,304.3104343330726
301,301,304.32055102809306
302,302,304.3306677231135
303,303,304.3407844181339
304,304,304.35090111315435
305,305,304.3610178081748
306,306,304.3711345031952
307,307,304.38125119821564
308,308,304.39136789323607
309,309,304.4014845882565
310,310,304.4116012832769
311,311,304.42171797829735
312,312,304.4318346733178
313,313,304.4419513683382
314,314,304.45206806335864
315,315,304.46218475837907
316,316,304.4723014533995
317,317,304.4824181484199
318,318,304.49253484344035
319,319,304.5026515384608
320,320,304.5127682334812
321,321,304.52288492850164
322,322,304.53300162352207
323,323,304.5431183185425
324,324,304.5532350135629
325,325,304.56335170858335
326,326,304.5734684036038
327,327,304.5835850986242
328,328,304.59370179364464
329,329,304.60381848866507
330,330,304.6139351836855
331,331,304.6240518787059
332,332,304.63416857372636
333,333,304.6442852687468
334,334,304.6544019637672
335,335,304.66451865878764
336,336,304.67463535380807
337,337,304.68475204882856
338,338,304.694868743849
339,339,304.7049854388694
340,340,304.71510213388984
341,341,304.7252188289103
342,342,304.7353355239307
343,343,304.74545221895113
344,344,304.75556891397156
345,345,304.765685608992
346,346,304.7758023040124
347,347,304.78591899903284
348,348,304.7960356940533
349,349,304.8061523890737
350,350,304.81626908409413
351,351,304.82638577911456
352,352,304.836502474135
353,353,304.8466191691554
354,354,304.85673586417585
355,355,304.8668525591963
356,356,304.8769692542167
357,357,304.88708594923713
358,358,304.89720264425756
359,359,304.907319339278
360,360,304.9174360342984
361,361,304.92755272931885
362,362,304.9376694243393
363,363,304.9477861193597
364,364,304.95790281438013
365,365,304.96801950940056
366,366,304.978136204421
367,367,304.9882528994414
368,368,304.99836959446185
369,369,305.0084862894823
370,370,305.0186029845027
371,371,305.02871967952314
372,372,305.0388363745436
373,373,305.04895306956405
374,374,305.0590697645845
375,375,305.0691864596049
376,376,305.07930315462534
377,377,305.08941984964576
378,378,305.0995365446662
379,379,305.1096532396866
380,380,305.11976993470705
381,381,305.1298866297275
382,382,305.1400033247479
383,383,305.15012001976834
384,384,305.16023671478877
385,385,305.1703534098092
386,386,305.1804701048296
387,387,305.19058679985005
388,388,305.2007034948705
389,389,305.2108201898909
390,390,305.22093688491134
391,391,305.23105357993177
392,392,305.2411702749522
393,393,305.2512869699726
394,394,305.26140366499305
395,395,305.2715203600135
396,396,305.2816370550339
397,397,305.29175375005434
398,398,305.30187044507477
399,399,305.3119871400952
400,400,305.3221038351156
401,401,305.33222053013606
402,402,305.3423372251565
403,403,305.3524539201769
404,404,305.36257061519734
405,405,305.37268731021777
406,406,305.3828040052382
407,407,305.3929207002586
408,408,305.4030373952791
409,409,305.41315409029954
410,410,305.42327078531997
411,411,305.4333874803404
412,412,305.44350417536083
413,413,305.45362087038126
414,414,305.4637375654017
415,415,305.4738542604221
416,416,305.48397095544254
417,417,305.494087650463
418,418,305.5042043454834
419,419,305.51432104050383
420,420,305.52443773552426
421,421,305.5345544305447
422,422,305.5446711255651
423,423,305.55478782058555
424,424,305.564904515606
425,425,305.5750212106264
426,426,305.58513790564683
427,427,305.59525460066726
428,428,305.6053712956877
429,429,305.6154879907081
430,430,305.62560468572855
431,431,305.635721380749
432,432,305.6458380757694
433,433,305.65595477078983
434,434,305.66607146581026
435,435,305.6761881608307
436,436,305.6863048558511
437,437,305.69642155087155
438,438,305.706538245892
439,439,305.7166549409124
440,440,305.72677163593283
441,441,305.73688833095326
442,442,305.7470050259737
443,443,305.7571217209942
444,444,305.7672384160146
445,445,305.77735511103504
446,446,305.78747180605546
447,447,305.7975885010759
448,448,305.8077051960963
449,449,305.81782189111675
450,450,305.8279385861372
451,451,305.8380552811576
452,452,305.84817197617804
453,453,305.85828867119847
454,454,305.8684053662189
455,455,305.8785220612393
456,456,305.88863875625975
457,457,305.8987554512802
458,458,305.9088721463006
459,459,305.91898884132104
460,460,305.92910553634147
461,461,305.9392222313619
462,462,305.9493389263823
463,463,305.95945562140275
464,464,305.9695723164232
465,465,305.9796890114436
466,466,305.98980570646404
467,467,305.99992240148447
468,468,306.0100390965049
469,469,306.0201557915253
470,470,306.03027248654575
471,471,306.0403891815662
472,472,306.0505058765866
473,473,306.06062257160704
474,474,306.07073926662747
475,475,306.0808559616479
476,476,306.0909726566683
477,477,306.10108935168876
478,478,306.1112060467092
479,479,306.12132274172967
480,480,306.1314394367501
481,481,306.1415561317705
482,482,306.15167282679096
483,483,306.1617895218114
484,484,306.1719062168318
485,485,306.18202291185224
486,486,306.1921396068727
487,487,306.2022563018931
488,488,306.21237299691353
489,489,306.22248969193396
490,490,306.2326063869544
491,491,306.2427230819748
492,492,306.25283977699524
493,493,306.2629564720157
494,494,306.2730731670361
495,495,306.28318986205653
496,496,306.29330655707696
497,497,306.3034232520974
498,498,306.3135399471178
499,499,306.32365664213825
500,500,306.3337733371587
501,501,306.3438900321791
502,502,306.35400672719953
503,503,306.36412342221996
504,504,306.3742401172404
505,505,306.3843568122608
506,506,306.39447350728125
507,507,306.4045902023017
508,508,306.4147068973221
509,509,306.42482359234253
510,510,306.43494028736296
511,511,306.4450569823834
512,512,306.4551736774038
513,513,306.46529037242425
514,514,306.47540706744473
515,515,306.48552376246516
516,516,306.4956404574856
517,517,306.505757152506
518,518,306.51587384752645
519,519,306.5259905425469
520,520,306.5361072375673
521,521,306.54622393258774
522,522,306.55634062760817
523,523,306.5664573226286
524,524,306.576574017649
525,525,306.58669071266945
526,526,306.5968074076899
527,527,306.6069241027103
528,528,306.61704079773074
529,529,306.62715749275117
530,530,306.6372741877716
531,531,306.647390882792
532,532,306.65750757781245
533,533,306.6676242728329
534,534,306.6777409678533
535,535,306.68785766287374
536,536,306.69797435789417
537,537,306.7080910529146
538,538,306.718207747935
539,539,306.72832444295545
540,540,306.7384411379759
541,541,306.7485578329963
542,542,306.75867452801674
543,543,306.76879122303717
544,544,306.7789079180576
545,545,306.789024613078
546,546,306.79914130809846
547,547,306.8092580031189
548,548,306.8193746981393
549,549,306.82949139315974
550,550,306.8396080881802
551,551,306.84972478320066
552,552,306.8598414782211
553,553,306.8699581732415
554,554,306.88007486826194
555,555,306.8901915632824
556,556,306.9003082583028
557,557,306.91042495332323
558,558,306.92054164834366
559,559,306.9306583433641
560,560,306.9407750383845
561,561,306.95089173340494
562,562,306.9610084284254
563,563,306.9711251234458
564,564,306.98124181846623
565,565,306.99135851348666
566,566,307.0014752085071
567,567,307.0115919035275
568,568,307.02170859854795
569,569,307.0318252935684
570,570,307.0419419885888
571,571,307.05205868360923
572,572,307.06217537862966
573,573,307.0722920736501
574,574,307.0824087686705
575,575,307.09252546369095
576,576,307.1026421587114
577,577,307.1127588537318
578,578,307.12287554875223
579,579,307.13299224377266
580,580,307.1431089387931
581,581,307.1532256338135
582,582,307.16334232883395
583,583,307.1734590238544
584,584,307.1835757188748
585,585,307.1936924138953
586,586,307.2038091089157
587,587,307.21392580393615
588,588,307.2240424989566
589,589,307.234159193977
590,590,307.24427588899744
591,591,307.25439258401786
592,592,307.2645092790383
593,593,307.2746259740587
594,594,307.28474266907915
595,595,307.2948593640996
596,596,307.30497605912
597,597,307.31509275414044
598,598,307.32520944916087
599,599,307.3353261441813
600,600,307.3454428392017
601,601,307.35555953422215
602,602,307.3656762292426
603,603,307.375792924263
604,604,307.38590961928344
605,605,307.39602631430387
606,606,307.4061430093243
607,607,307.4162597043447
608,608,307.42637639936515
609,609,307.4364930943856
610,610,307.446609789406
611,611,307.45672648442644
612,612,307.46684317944687
613,613,307.4769598744673
614,614,307.4870765694877
615,615,307.49719326450816
616,616,307.5073099595286
617,617,307.517426654549
618,618,307.52754334956944
619,619,307.53766004458987
620,620,307.5477767396103
621,621,307.5578934346308
622,622,307.5680101296512
623,623,307.57812682467164
624,624,307.58824351969207
625,625,307.5983602147125
626,626,307.60847690973293
627,627,307.61859360475336
628,628,307.6287102997738
629,629,307.6388269947942
630,630,307.64894368981464
631,631,307.6590603848351
632,632,307.6691770798555
633,633,307.67929377487593
634,634,307.68941046989636
635,635,307.6995271649168
636,636,307.7096438599372
637,637,307.71976055495765
638,638,307.7298772499781
639,639,307.7399939449985
640,640,307.75011064001893
641,641,307.76022733503936
642,642,307.7703440300598
643,643,307.7804607250802
644,644,307.79057742010065
645,645,307.8006941151211
646,646,307.8108108101415
647,647,307.82092750516193
648,648,307.83104420018236
649,649,307.8411608952028
650,650,307.8512775902232
651,651,307.86139428524365
652,652,307.8715109802641
653,653,307.8816276752845
654,654,307.89174437030493
655,655,307.90186106532536
656,656,307.91197776034585
657,657,307.9220944553663
658,658,307.9322111503867
659,659,307.94232784540714
660,660,307.95244454042756
661,661,307.962561235448
662,662,307.9726779304684
663,663,307.98279462548885
664,664,307.9929113205093
665,665,308.0030280155297
666,666,308.01314471055014
667,667,308.02326140557057
668,668,308.033378100591
669,669,308.0434947956114
670,670,308.05361149063185
671,671,308.0637281856523
672,672,308.0738448806727
673,673,308.08396157569314
674,674,308.09407827071357
675,675,308.104194965734
676,676,308.1143116607544
677,677,308.12442835577485
678,678,308.1345450507953
679,679,308.1446617458157
680,680,308.15477844083614
681,681,308.16489513585657
682,682,308.175011830877
683,683,308.1851285258974
684,684,308.19524522091785
685,685,308.2053619159383
686,686,308.2154786109587
687,687,308.22559530597914
688,688,308.23571200099957
689,689,308.24582869602
690,690,308.2559453910404
691,691,308.26606208606086
692,692,308.27617878108134
693,693,308.28629547610177
694,694,308.2964121711222
695,695,308.3065288661426
696,696,308.31664556116306
697,697,308.3267622561835
698,698,308.3368789512039
699,699,308.34699564622434
700,700,308.3571123412448
701,701,308.3672290362652
702,702,308.37734573128563
703,703,308.38746242630606
704,704,308.3975791213265
705,705,308.4076958163469
706,706,308.41781251136734
707,707,308.4279292063878
708,708,308.4380459014082
709,709,308.44816259642863
710,710,308.45827929144906
711,711,308.4683959864695
712,712,308.4785126814899
713,713,308.48862937651035
714,714,308.4987460715308
715,715,308.5088627665512
716,716,308.51897946157163
717,717,308.52909615659206
718,718,308.5392128516125
719,719,308.5493295466329
720,720,308.55944624165335
721,721,308.5695629366738
722,722,308.5796796316942
723,723,308.58979632671463
724,724,308.59991302173506
725,725,308.6100297167555
726,726,308.620146411776
727,727,308.6302631067964
728,728,308.64037980181683
729,729,308.65049649683726
730,730,308.6606131918577
731,731,308.6707298868781
732,732,308.68084658189855
733,733,308.690963276919
734,734,308.7010799719394
735,735,308.71119666695984
736,736,308.72131336198026
737,737,308.7314300570007
738,738,308.7415467520211
739,739,308.75166344704155
740,740,308.761780142062
741,741,308.7718968370824
742,742,308.78201353210284
743,743,308.79213022712327
744,744,308.8022469221437
745,745,308.8123636171641
746,746,308.82248031218455
747,747,308.832597007205
748,748,308.8427137022254
749,749,308.85283039724584
750,750,308.86294709226627
751,751,308.8730637872867
752,752,308.8831804823071
753,753,308.89329717732755
754,754,308.903413872348
755,755,308.9135305673684
756,756,308.92364726238884
757,757,308.93376395740927
758,758,308.9438806524297
759,759,308.9539973474501
760,760,308.96411404247056
761,761,308.974230737491
762,762,308.98434743251147
763,763,308.9944641275319
764,764,309.0045808225523
765,765,309.01469751757276
766,766,309.0248142125932
767,767,309.0349309076136
768,768,309.04504760263404
769,769,309.05516429765447
770,770,309.0652809926749
771,771,309.07539768769533
772,772,309.08551438271576
773,773,309.0956310777362
774,774,309.1057477727566
775,775,309.11586446777704
776,776,309.1259811627975
777,777,309.1360978578179
778,778,309.14621455283833
779,779,309.15633124785876
780,780,309.1664479428792
781,781,309.1765646378996
782,782,309.18668133292005
783,783,309.1967980279405
784,784,309.2069147229609
785,785,309.21703141798133
786,786,309.22714811300176
787,787,309.2372648080222
788,788,309.2473815030426
789,789,309.25749819806305
790,790,309.2676148930835
791,791,309.2777315881039
792,792,309.28784828312433
793,793,309.29796497814476
794,794,309.3080816731652
795,795,309.3181983681856
796,796,309.32831506320605
797,797,309.33843175822653
798,798,309.34854845324696
799,799,309.3586651482674
800,800,309.3687818432878
801,801,309.37889853830825
802,802,309.3890152333287
803,803,309.3991319283491
804,804,309.40924862336954
805,805,309.41936531838996
806,806,309.4294820134104
807,807,309.4395987084308
808,808,309.44971540345125
809,809,309.4598320984717
810,810,309.4699487934921
811,811,309.48006548851254
812,812,309.49018218353297
813,813,309.5002988785534
814,814,309.5104155735738
815,815,309.52053226859425
816,816,309.5306489636147
817,817,309.5407656586351
818,818,309.55088235365554
819,819,309.56099904867597
820,820,309.5711157436964
821,821,309.5812324387168
822,822,309.59134913373725
823,823,309.6014658287577
824,824,309.6115825237781
825,825,309.62169921879854
826,826,309.63181591381897
827,827,309.6419326088394
828,828,309.6520493038598
829,829,309.66216599888025
830,830,309.6722826939007
831,831,309.6823993889211
832,832,309.69251608394154
833,833,309.70263277896197
834,834,309.71274947398246
835,835,309.7228661690029
836,836,309.7329828640233
837,837,309.74309955904374
838,838,309.75321625406417
839,839,309.7633329490846
840,840,309.773449644105
841,841,309.78356633912546
842,842,309.7936830341459
843,843,309.8037997291663
844,844,309.81391642418674
845,845,309.8240331192072
846,846,309.8341498142276
847,847,309.84426650924803
848,848,309.85438320426846
849,849,309.8644998992889
850,850,309.8746165943093
851,851,309.88473328932974
852,852,309.8948499843502
853,853,309.9049666793706
854,854,309.91508337439103
855,855,309.92520006941146
856,856,309.9353167644319
857,857,309.9454334594523
858,858,309.95555015447275
859,859,309.9656668494932
860,860,309.9757835445136
861,861,309.98590023953403
862,862,309.99601693455446
863,863,310.0061336295749
864,864,310.0162503245953
865,865,310.02636701961575
866,866,310.0364837146362
867,867,310.0466004096566
868,868,310.0567171046771
869,869,310.0668337996975
870,870,310.07695049471795
871,871,310.0870671897384
872,872,310.0971838847588
873,873,310.10730057977923
874,874,310.11741727479966
875,875,310.1275339698201
876,876,310.1376506648405
877,877,310.14776735986095
878,878,310.1578840548814
879,879,310.1680007499018
880,880,310.17811744492224
881,881,310.18823413994267
882,882,310.1983508349631
883,883,310.2084675299835
884,884,310.21858422500395
885,885,310.2287009200244
886,886,310.2388176150448
887,887,310.24893431006524
888,888,310.25905100508567
889,889,310.2691677001061
890,890,310.2792843951265
891,891,310.28940109014695
892,892,310.2995177851674
893,893,310.3096344801878
894,894,310.31975117520824
895,895,310.32986787022867
896,896,310.3399845652491
897,897,310.3501012602695
898,898,310.36021795528995
899,899,310.3703346503104
900,900,310.3804513453308
901,901,310.39056804035124
902,902,310.40068473537167
903,903,310.4108014303921
904,904,310.4209181254126
905,905,310.431034820433
906,906,310.44115151545344
907,907,310.45126821047387
908,908,310.4613849054943
909,909,310.4715016005147
910,910,310.48161829553516
911,911,310.4917349905556
912,912,310.501851685576
913,913,310.51196838059644
914,914,310.52208507561687
915,915,310.5322017706373
916,916,310.54231846565773
917,917,310.55243516067816
918,918,310.5625518556986
919,919,310.572668550719
920,920,310.58278524573944
921,921,310.5929019407599
922,922,310.6030186357803
923,923,310.61313533080073
924,924,310.62325202582116
925,925,310.6333687208416
926,926,310.643485415862
927,927,310.65360211088245
928,928,310.6637188059029
929,929,310.6738355009233
930,930,310.68395219594373
931,931,310.69406889096416
932,932,310.7041855859846
933,933,310.714302281005
934,934,310.72441897602545
935,935,310.7345356710459
936,936,310.7446523660663
937,937,310.75476906108673
938,938,310.76488575610716
939,939,310.77500245112765
940,940,310.7851191461481
941,941,310.7952358411685
942,942,310.80535253618893
943,943,310.81546923120936
944,944,310.8255859262298
945,945,310.8357026212502
946,946,310.84581931627065
947,947,310.8559360112911
948,948,310.8660527063115
949,949,310.87616940133194
950,950,310.88628609635236
951,951,310.8964027913728
952,952,310.9065194863932
953,953,310.91663618141365
954,954,310.9267528764341
955,955,310.9368695714545
956,956,310.94698626647494
957,957,310.95710296149537
958,958,310.9672196565158
959,959,310.9773363515362
960,960,310.98745304655665
961,961,310.9975697415771
962,962,311.0076864365975
963,963,311.01780313161794
964,964,311.02791982663837
965,965,311.0380365216588
966,966,311.0481532166792
967,967,311.05826991169965
968,968,311.0683866067201
969,969,311.0785033017405
970,970,311.08861999676094
971,971,311.09873669178137
972,972,311.1088533868018
973,973,311.1189700818222
974,974,311.12908677684266
975,975,311.13920347186314
976,976,311.14932016688357
977,977,311.159436861904
978,978,311.1695535569244
979,979,311.17967025194486
980,980,311.1897869469653
981,981,311.1999036419857
982,982,311.21002033700614
983,983,311.22013703202657
984,984,311.230253727047
985,985,311.24037042206743
986,986,311.25048711708786
987,987,311.2606038121083
988,988,311.2707205071287
989,989,311.28083720214914
990,990,311.2909538971696
991,991,311.30107059219
992,992,311.31118728721043
993,993,311.32130398223086
994,994,311.3314206772513
995,995,311.3415373722717
996,996,311.35165406729215
997,997,311.3617707623126
998,998,311.371887457333
999,999,311.38200415235343
1000,1000,311.39212084737386
1001,1001,311.4022375423943
1002,1002,311.4123542374147
1003,1003,311.42247093243515
1004,1004,311.4325876274556
1005,1005,311.442704322476
1006,1006,311.45282101749643
1007,1007,311.46293771251686
1008,1008,311.4730544075373
1009,1009,311.4831711025577
1010,1010,311.4932877975782
1011,1011,311.50340449259863
1012,1012,311.51352118761906
1013,1013,311.5236378826395
1014,1014,311.5337545776599
1015,1015,311.54387127268035
1016,1016,311.5539879677008
1017,1017,311.5641046627212
1018,1018,311.57422135774164
1019,1019,311.58433805276206
1020,1020,311.5944547477825
1021,1021,311.6045714428029
1022,1022,311.61468813782335
1023,1023,311.6248048328438
1024,1024,311.6349215278642
1025,1025,311.64503822288464
1026,1026,311.65515491790507
1027,1027,311.6652716129255
1028,1028,311.6753883079459
1029,1029,311.68550500296635
1030,1030,311.6956216979868
1031,1031,311.7057383930072
1032,1032,311.71585508802764
1033,1033,311.72597178304807
1034,1034,311.7360884780685
1035,1035,311.7462051730889
1036,1036,311.75632186810935
1037,1037,311.7664385631298
1038,1038,311.7765552581502
1039,1039,311.78667195317064
1040,1040,311.79678864819107
1041,1041,311.8069053432115
1042,1042,311.8170220382319
1043,1043,311.82713873325235
1044,1044,311.8372554282728
1045,1045,311.8473721232932
1046,1046,311.8574888183137
1047,1047,311.8676055133341
1048,1048,311.87772220835456
1049,1049,311.887838903375
1050,1050,311.8979555983954
1051,1051,311.90807229341584
1052,1052,311.91818898843627
1053,1053,311.9283056834567
1054,1054,311.9384223784771
1055,1055,311.94853907349756
1056,1056,311.958655768518
1057,1057,311.9687724635384
1058,1058,311.97888915855884
1059,1059,311.9890058535793
1060,1060,311.9991225485997
1061,1061,312.00923924362013
1062,1062,312.01935593864056
1063,1063,312.029472633661
1064,1064,312.0395893286814
1065,1065,312.04970602370184
1066,1066,312.0598227187223
1067,1067,312.0699394137427
1068,1068,312.08005610876313
1069,1069,312.09017280378356
1070,1070,312.100289498804
1071,1071,312.1104061938244
1072,1072,312.12052288884485
1073,1073,312.1306395838653
1074,1074,312.1407562788857
1075,1075,312.15087297390613
1076,1076,312.16098966892656
1077,1077,312.171106363947
1078,1078,312.1812230589674
1079,1079,312.19133975398785
1080,1080,312.20145644900833
1081,1081,312.21157314402876
1082,1082,312.2216898390492
1083,1083,312.2318065340696
1084,1084,312.24192322909005
1085,1085,312.2520399241105
1086,1086,312.2621566191309
1087,1087,312.27227331415133
1088,1088,312.28239000917176
1089,1089,312.2925067041922
1090,1090,312.3026233992126
1091,1091,312.31274009423305
1092,1092,312.3228567892535
1093,1093,312.3329734842739
1094,1094,312.34309017929434
1095,1095,312.35320687431476
1096,1096,312.3633235693352
1097,1097,312.3734402643556
1098,1098,312.38355695937605
1099,1099,312.3936736543965
1100,1100,312.4037903494169
1101,1101,312.41390704443734
1102,1102,312.42402373945777
1103,1103,312.4341404344782
1104,1104,312.4442571294986
1105,1105,312.45437382451905
1106,1106,312.4644905195395
1107,1107,312.4746072145599
1108,1108,312.48472390958034
1109,1109,312.49484060460077
1110,1110,312.5049572996212
1111,1111,312.5150739946416
1112,1112,312.52519068966205
1113,1113,312.5353073846825
1114,1114,312.5454240797029
1115,1115,312.55554077472334
1116,1116,312.56565746974377
1117,1117,312.57577416476425
1118,1118,312.5858908597847
1119,1119,312.5960075548051
1120,1120,312.60612424982554
1121,1121,312.61624094484597
1122,1122,312.6263576398664
1123,1123,312.6364743348868
1124,1124,312.64659102990726
1125,1125,312.6567077249277
1126,1126,312.6668244199481
1127,1127,312.67694111496854
1128,1128,312.68705780998897
1129,1129,312.6971745050094
1130,1130,312.70729120002983
1131,1131,312.71740789505026
1132,1132,312.7275245900707
1133,1133,312.7376412850911
1134,1134,312.74775798011154
1135,1135,312.757874675132
1136,1136,312.7679913701524
1137,1137,312.77810806517283
1138,1138,312.78822476019326
1139,1139,312.7983414552137
1140,1140,312.8084581502341
1141,1141,312.81857484525455
1142,1142,312.828691540275
1143,1143,312.8388082352954
1144,1144,312.84892493031583
1145,1145,312.85904162533626
